G,AG,dist,mass,radius,lum,MG,teff,logg,met
15,4.038,41038.5315,12.813,238.264,4.701,-7.104,5568.914,0.761,0.137
15,4.034,36778.3373,12.785,292.301,4.664,-6.862,4920.224,0.607,-1.231
15,2.207,654.4908,1.131,1.091,0.4,3.714,6921.479,4.399,-1.009
15,6.223,136.6481,1.317,1.148,0.655,3.099,7814.502,4.69,-1.071
15,6.513,22.3163,0.623,0.516,-0.785,6.744,5087.185,4.804,-1.74
15,0.406,3909.4146,1.291,2.364,1.24,1.634,7623.792,3.821,-1.867
15,1.59,4169.3221,2.344,9.593,1.774,0.31,5147.797,2.829,-0.313
15,0.438,2621.688,1.67,1.56,0.873,2.469,7596.081,4.38,0.198
15,5.821,121.7798,0.804,1.213,0.406,3.751,6586.696,4.222,-2.447
15,4.834,240.2525,1.417,1.368,0.549,3.263,6731.715,4.318,0.263
15,0.819,2034.2422,1.012,4.466,0.886,2.639,4524.406,3.189,0.087
15,4.04,13526.2499,6.776,172.22,3.924,-4.696,4186.565,0.768,-0.4
15,5.918,19.0578,0.573,0.467,-1.066,7.682,4546.407,4.856,-0.752
15,1.446,63020.3396,7.583,97.942,4.044,-5.443,5951.34,1.379,-1.904
15,1.587,174348.1842,19.013,448.673,5.034,-7.794,4916.263,0.444,-0.39
15,4.813,460.8328,1.518,2.292,1.127,1.869,7256.597,3.874,-0.576
15,4.19,702.2507,1.626,6.017,1.292,1.577,4922.706,3.065,-0.122
15,4.016,1364.6629,2.11,3.95,1.749,0.308,7906.932,3.529,-0.413
15,4.82,64.4864,0.711,0.598,-0.556,6.133,5388.893,4.757,-1.426
15,0.344,3225.1752,1.457,2.014,1.031,2.113,7322.588,4.003,-0.774
15,0.885,50549.6989,6.245,94.473,3.68,-4.403,4914.138,1.245,-0.928
15,0.206,68654.2774,6.659,69.827,3.635,-4.389,5567.845,1.476,-0.939
15,3.432,2162.1158,2.527,5.834,1.884,-0.106,7031.274,3.303,0.212
15,2.176,471.247,0.783,0.891,0.132,4.458,6561.507,4.426,-2.46
15,0.23,558125.184,29.767,689.312,5.496,-8.964,5173.592,0.042,-0.103
15,6.371,1995.327,4.758,20.619,2.991,-2.871,7070.684,2.465,0.01
15,3.674,6912.7692,4.072,34.061,3.031,-2.873,5632.09,1.926,-1.182
15,0.112,125405.9365,9.298,223.242,4.242,-5.604,4416.842,0.66,-0.621
15,0.922,58011.242,7.34,115.599,3.823,-4.74,4821.961,1.162,0.188
15,6.013,2271.1393,3.758,29.842,2.998,-2.795,5901.804,2.076,-1.547
15,4.267,15420.9206,6.955,71.078,3.932,-5.208,6549.887,1.557,-0.614
15,6.765,497.4802,2.498,6.596,1.953,-0.249,6881.253,3.19,-0.202
15,1.26,8302.8635,2.428,11.677,2.218,-0.856,6023.237,2.664,-1.223
15,0.615,1827.3564,1.344,1.222,0.655,3.076,7572.569,4.506,-0.784
15,6.063,758.7314,0.885,15.953,2.102,-0.464,4820.292,2.032,-1.804
15,0.813,5935.0205,2.058,5.132,1.735,0.32,6881.356,3.366,-0.859
15,4.308,410.8064,1.261,1.406,0.846,2.624,7880.865,4.237,-1.31
15,2.936,915.6683,1.12,1.689,0.999,2.256,7851.079,4.039,-2.032
15,0.704,54397.9322,5.832,64.898,3.616,-4.382,5711.968,1.528,-0.719
15,1.293,1683.3314,1.616,1.516,0.832,2.576,7529.804,4.44,0.109
15,0.408,1478.4578,1.216,1.136,0.374,3.743,6681.428,4.437,-0.277
15,0.146,73674.2895,6.024,63.902,3.668,-4.483,5933.914,1.562,-2.087
15,3.14,1300.8232,1.94,5.251,1.368,1.289,5505.17,3.238,-0.353
15,6.104,140.1461,0.836,1.609,0.64,3.163,6542.751,3.938,-2.369
15,0.58,65500.5822,7.016,97.085,3.763,-4.661,5083.037,1.285,0.108
15,4.322,128.4629,1.009,0.847,-0.17,5.134,5654.603,4.633,0.221
15,0.243,2824.5227,1.004,1.847,0.898,2.502,7082.596,3.892,-2.097
15,0.903,19789.124,3.905,15.623,2.814,-2.385,7338.626,2.561,-0.63
15,6.318,150.0028,1.309,2.177,0.74,2.801,5959.026,3.857,0.062
15,5.866,16083.2486,15.802,520.096,4.836,-6.898,4073.411,0.161,-0.139
15,3.483,3715.5877,3.072,9.815,2.393,-1.334,7266.826,2.954,-0.862
15,0.117,145855.3967,10.337,231.935,4.362,-5.937,4644.26,0.613,-0.437
15,4.01,404.3402,1.174,1.184,0.721,2.956,7988.796,4.347,-1.526
15,0.75,3339.8097,1.567,2.308,1.228,1.632,7664.131,3.904,-0.977
15,0.188,19504.7246,3.155,19.858,2.532,-1.639,5535.179,2.316,-0.75
15,1.995,16345.2948,4.257,46.321,3.138,-3.062,5135.855,1.716,-1.888
15,6.853,201.8178,1.516,2.406,1.232,1.622,7523.801,3.825,-1.133
15,2.549,10673.1919,3.973,22.627,2.929,-2.69,6516.093,2.352,-0.404
15,5.154,129.2668,0.841,1.129,0.16,4.289,5924.687,4.278,-0.988
15,3.445,10096.4108,4.551,24.621,3.241,-3.466,7475.583,2.291,-0.753
15,0.515,33931.4717,4.857,37.788,3.133,-3.168,5670.547,1.975,0.003
15,0.225,2143.896,1.013,1.849,0.631,3.119,6071.023,3.907,-0.623
15,5.878,10121.1994,8.965,145.634,4.236,-5.904,5449.643,1.099,-0.283
15,0.484,90508.4407,8.35,60.996,3.944,-5.267,7117.833,1.644,0.165
15,3.657,1930.0101,2.536,6.231,1.878,-0.085,6781.422,3.205,0.258
15,0.597,1490.7928,1.021,1.058,0.491,3.536,7406.351,4.39,-1.85
15,5.397,975.0127,2.649,5.362,1.995,-0.342,7817.01,3.347,0.051
15,1.824,98794.3111,12.219,374.226,4.681,-6.798,4393.727,0.399,-1.267
15,0.077,100100.4905,7.576,103.133,3.904,-5.079,5348.108,1.262,0.204
15,0.174,140632.4135,8.645,122.131,4.23,-5.914,5929.084,1.195,-1.044
15,4.075,425.3659,1.379,2.521,0.757,2.781,5591.771,3.746,0.153
15,2.333,26700.654,6.13,86.788,3.701,-4.465,5188.846,1.241,-1.889
15,3.282,616.1839,0.971,1.574,0.794,2.769,7226.773,3.981,-2.012
15,5.864,144.3193,0.974,2.717,0.581,3.339,4867.22,3.57,-0.249
15,2.142,2258.9815,1.565,4.868,1.461,1.088,6032.948,3.222,-1.807
15,2.887,1210.4684,1.35,3.117,1.205,1.698,6504.66,3.552,-1.351
15,1.004,1779.4002,0.882,2.313,0.812,2.745,6024.501,3.595,-2.178
15,2.601,7763.2569,4.053,20.48,2.684,-2.052,5946.116,2.442,-0.191
15,4.794,1081.8688,2.318,5.204,1.844,0.035,7273.407,3.308,-0.206
15,6.529,4443.1522,6.268,58.258,3.765,-4.768,6570.835,1.657,-1.195
15,5.598,41.2473,0.628,0.547,-0.624,6.325,5422.072,4.733,-2.189
15,0.056,255858.6988,14.01,524.024,4.871,-7.096,4141.183,0.171,-0.699
15,4.163,386.4115,0.932,3.122,0.748,2.902,4997.621,3.433,-0.785
15,0.58,8235.4449,2.294,5.503,1.93,-0.159,7435.529,3.215,-0.555
15,0.482,26815.0987,3.704,18.306,2.905,-2.624,7145.064,2.503,-0.645
15,3.931,318.2847,0.981,1.002,0.492,3.555,7615.062,4.423,-2.534
15,0.639,556.0522,0.794,0.646,-0.363,5.636,5794.485,4.907,-1.214
15,1.218,1609.8553,1.08,1.447,0.797,2.748,7552.461,4.117,-1.62
15,3.651,1720.6118,2.171,4.604,1.797,0.17,7526.78,3.434,-0.378
15,0.709,3059.1236,1.536,2.274,1.13,1.863,7294.506,3.88,-0.534
15,1.957,4743.6738,2.38,10.301,2.02,-0.338,5722.173,2.746,-0.745
15,4.225,10772.0334,6.06,62.534,3.614,-4.386,5814.906,1.621,-0.262
15,2.514,614.969,0.871,1.227,0.488,3.541,6864.455,4.195,-2.104
15,4.481,6385.4976,4.885,58.532,3.31,-3.507,5044.345,1.583,-1.321
15,2.65,238.3648,0.7,0.666,-0.273,5.464,6013.222,4.59,-2.454
15,0.361,23331.9075,4.275,23.162,2.727,-2.2,5732.048,2.404,0.253
15,3.082,14701.2061,5.37,54.645,3.43,-3.918,5595.327,1.713,-0.336
15,4.592,42277.3611,15.957,556.734,5.09,-7.722,4558.02,0.003,-1.41
15,0.141,4657.822,1.245,2.623,1.29,1.518,7447.22,3.709,-2.442
15,2.723,1397.335,1.882,2.987,1.231,1.55,6746.297,3.735,0.132
15,4.394,248.381,1.203,1.315,0.408,3.631,6332.885,4.259,-0.026
15,2.512,18129.9442,5.824,28.129,3.365,-3.804,7509.667,2.37,0.246
15,4.631,6371.2566,4.976,29.569,3.308,-3.653,7089.003,2.174,-0.383
15,1.257,2114.9148,1.241,2.453,1.038,2.117,6662.754,3.73,-1.206
15,4.31,259.9617,1.148,0.968,0.462,3.615,7612.973,4.638,-1.853
15,6.164,941.0157,3.17,10.423,2.26,-1.032,6531.473,2.907,-0.034
15,0.709,16045.5578,3.657,11.743,2.535,-1.736,7208.056,2.887,0.24
15,6.754,6112.9862,8.243,119.701,4.145,-5.686,5702.315,1.214,-1.083
15,6.02,72.5175,0.985,1.036,-0.002,4.678,5633.238,4.384,0.145
15,6.84,479.02,2.191,7.758,1.97,-0.242,6404.956,3,-1.485
15,2.886,1174.1836,1.845,4.171,1.177,1.765,5535.895,3.387,0.015
15,0.458,1939.1285,1.261,1.243,0.644,3.104,7459.227,4.336,-0.915
15,6.152,245.7542,1.484,2.209,1.12,1.895,7358.783,3.905,-0.936
15,1.5,53391.5635,7.261,125.686,3.97,-5.137,5033.348,1.015,-1.588
15,5.78,14093.8605,11.322,283.468,4.558,-6.525,4701.625,0.572,-1.367
15,4.272,1485.0222,2.73,10.553,1.93,-0.13,5366.805,2.836,-0.348
15,2.265,1050.0197,1.049,1.583,0.845,2.629,7422.948,4.067,-1.827
15,3.059,1375.0242,1.687,2.858,1.375,1.249,7494.594,3.678,-0.637
15,5.098,11919.1571,8.054,129.317,4.066,-5.48,5245.32,1.103,-0.442
15,0.09,39759.1471,3.998,31.495,3.105,-3.087,6111.914,2.073,-1.658
15,1.329,85659.0848,8.712,104.54,4.245,-5.993,6464.863,1.345,-1.021
15,0.199,8995.6566,2.024,4.521,1.873,0.031,7935.941,3.408,-1.461
15,4.113,10508.9805,5.517,59.751,3.562,-4.221,5772.037,1.59,-2.001
15,4.397,8238.6879,5.793,86.156,3.531,-3.976,4721.266,1.309,-0.719
15,2.009,61877.8247,9.843,218.542,4.327,-5.967,4688.482,0.759,-0.593
15,3.701,59.9696,0.684,0.559,-0.938,7.409,4475.514,4.856,0.133
15,4.217,1254.7609,2.177,6.477,1.743,0.29,6153.293,3.195,-0.328
15,1.524,174593.8497,16.643,350.818,4.964,-7.734,5337.76,0.533,0.154
15,1.151,658.7369,0.909,0.745,0.016,4.755,6711.436,4.656,-2.412
15,1.66,1424.082,1.055,1.762,0.865,2.572,7116.808,3.908,-1.603
15,0.208,1442.3987,0.838,1.182,0.289,3.997,6235.211,4.216,-1.285
15,3.083,251.3334,0.745,0.82,-0.057,4.916,6137.624,4.436,-2.363
15,2.766,463.6973,1.146,1.053,0.319,3.903,6724.07,4.459,-0.511
15,0.496,144518.1008,10.925,260.032,4.468,-6.296,4661.083,0.599,-0.975
15,2.37,800.9734,1.031,3.283,0.688,3.112,4707.436,3.441,0.029
15,1.768,275056.3529,29.856,789.316,5.501,-8.965,4848.134,0.046,-0.016
15,6.955,5439.7744,7.723,88.775,4.105,-5.633,6473.737,1.389,-1.201
15,2.344,367.846,0.781,0.779,-0.015,4.828,6447.51,4.512,-2.479
15,0.912,152784.3792,11.544,152.331,4.568,-6.833,6452.167,1.132,-0.063
15,3.362,666.5265,1.599,1.422,0.871,2.518,7950.741,4.432,-0.111
15,2.683,5170.5149,1.573,21.811,2.419,-1.25,4946.105,1.943,-1.69
15,1.734,779.6443,1.058,0.886,0.395,3.806,7654.272,4.539,-2.422
15,0.376,40757.1922,5.14,51.97,3.261,-3.427,5203.819,1.696,-0.179
15,1.086,6395.2265,0.997,17.24,2.001,-0.115,4374.534,2.012,-0.83
15,6.644,240.8709,1.934,2.663,1.276,1.447,7332.02,3.853,0.122
15,0.036,2175.2492,1.274,1.127,0.581,3.276,7553.23,4.478,-0.741
15,0.03,2982.3387,1.273,1.797,0.842,2.597,6952.48,4.02,-1
15,1.217,416.5247,0.828,0.879,-0.379,5.685,4923.305,4.381,0.097
15,3.513,217.4745,0.924,0.898,-0.047,4.8,5895.385,4.482,-0.332
15,0.312,63721.6603,5.618,43.454,3.584,-4.333,6856.211,1.883,-1.078
15,0.511,15395.9203,3.161,19.066,2.465,-1.449,5435.899,2.35,-0.701
15,0.203,45271.1889,5.691,75.615,3.351,-3.483,4544.599,1.441,-0.282
15,1.27,4409.6156,1.93,4.111,1.664,0.508,7380.767,3.488,-0.778
15,6.098,532.9528,2.227,7.622,1.765,0.269,5743.406,3.093,-0.889
15,5.473,3306.9836,4.012,21.487,3.085,-3.07,7313.304,2.364,-0.972
15,5.892,37.9357,0.695,0.537,-0.58,6.213,5610.494,4.958,-1.611
15,0.092,6589.0677,1.052,8.294,1.588,0.814,4972.956,2.614,-1.206
15,0.917,3285.4589,1.622,2.731,1.274,1.5,7235.201,3.742,-0.625
15,0.064,5812.3705,1.898,4.958,1.416,1.114,5826.793,3.307,-0.154
15,3.439,10867.0684,3.069,67.389,3.387,-3.62,4914.782,1.244,-2.094
15,1.556,1212.0123,0.945,1.561,0.687,3.026,6824.516,4.004,-1.662
15,0.506,47352.3813,5.071,48.883,3.437,-3.883,5937.732,1.659,-1.884
15,3.665,13368.0598,6.77,106.293,3.667,-4.295,4598.828,1.177,0.041
15,4.42,97.4552,0.794,0.646,-0.363,5.636,5795.208,4.855,-1.219
15,0.888,3647.0082,1.61,3.753,1.348,1.302,6439.235,3.503,-0.85
15,1.294,9436.8234,0.968,32.594,2.461,-1.168,4146.955,1.438,-0.683
15,0.487,19665.4276,3.788,11.904,2.634,-1.956,7579.655,2.741,-0.113
15,2.513,1107.4422,1.388,3.136,0.974,2.266,5680.549,3.56,-0.806
15,0.269,1555.8964,1.036,1.648,0.367,3.771,5525.128,3.999,0.079
15,1.887,39725.4,6.965,66.704,3.788,-4.882,6223.332,1.631,0.112
15,0.779,1397.9995,1.049,0.954,0.52,3.493,7929.29,4.442,-2.645
15,1.546,5573.1841,2.439,6.933,1.966,-0.277,6759.794,3.185,-0.38
15,4.977,1964.7533,0.887,28.148,2.515,-1.443,4604.439,1.514,-1.779
15,6.185,1101.0129,3.888,20.388,2.449,-1.394,5207.24,2.38,0.008
15,4.756,10171.028,6.557,90.034,3.818,-4.793,5448.758,1.35,-1.963
15,0.815,24415.3805,4.963,55.998,3.077,-2.753,4510.383,1.611,0.059
15,3.887,1463.9241,2.48,3.999,1.745,0.285,7842.422,3.605,0.125
15,1.463,483.358,0.842,0.695,-0.132,5.115,6382.453,4.783,-2.289
15,1.951,46692.4806,9.1,237.35,4.179,-5.297,4130.528,0.634,-0.152
15,3.812,326.6226,0.904,1.942,0.434,3.618,5289.68,3.952,-0.835
15,3.234,522.5415,1.187,1.297,0.615,3.176,7179.022,4.262,-0.966
15,0.426,40753.7495,5.277,56.187,3.286,-3.477,5077.859,1.635,-0.15
15,4.306,15384.9117,7.878,154.689,4.035,-5.241,4708.363,0.946,-1.184
15,0.956,154917.5164,12.809,312.194,4.704,-6.906,4872.902,0.534,-1.947
15,0.925,1820.8063,1.327,2.578,0.769,2.774,5567.678,3.722,-0.186
15,2.197,1226.4942,1.48,3.228,0.94,2.36,5488.479,3.548,-0.308
15,0.678,3823.4687,1.946,2.445,1.3,1.41,7758.956,3.92,0.048
15,3.116,4875.7265,2.948,18.824,2.502,-1.557,5585.258,2.339,-0.936
15,3.131,11723.5254,4.564,50.535,3.269,-3.476,5302.761,1.711,-0.716
15,4.775,10601.3857,6.536,69.332,3.824,-4.902,6230.637,1.607,-1.993
15,3.554,10499.4593,4.837,27.336,3.319,-3.66,7417.068,2.203,-0.847
15,2.438,3093.3074,2.025,15.96,1.931,0.11,4369.02,2.38,0.214
15,4.521,1505.8696,2.712,5.605,2.019,-0.41,7751.807,3.381,0.204
15,5.698,3283.254,3.449,79.89,3.314,-3.279,4327.663,1.148,-0.572
15,4.167,1435.8551,2.304,4.856,1.843,0.048,7526.294,3.414,-0.246
15,0.23,771.0218,0.851,0.708,-0.247,5.335,5916.498,4.676,-1.078
15,0.026,9248.2478,0.931,13.708,1.875,0.144,4562.637,2.203,-1.087
15,6.713,591.8409,2.762,11.38,2.101,-0.574,5703.255,2.748,-0.546
15,1.062,1867.9709,1.117,1.612,0.86,2.581,7416.985,4.063,-1.479
15,0.226,640.9018,0.795,0.644,-0.403,5.74,5674.678,4.852,-0.904
15,1.107,46040.218,5.332,44.508,3.625,-4.422,6933.977,1.874,-1.535
15,1.061,1727.4418,1.134,2.987,0.799,2.752,5262.096,3.501,-0.846
15,4.573,6612.8751,4.877,42.381,3.334,-3.675,6010.541,1.851,-0.74
15,0,12699.5493,1.248,27.243,2.28,-0.519,4087.617,1.655,0.01
15,1.046,1610.5332,1.269,2.067,0.692,2.919,5948.486,3.896,0.034
15,0.221,32399.9164,3.736,23.696,2.974,-2.774,6533.787,2.241,-1.374
15,1.307,26986.1018,3.634,64.891,3.322,-3.463,4823.995,1.335,-1.569
15,0.348,1973.7022,0.849,1.729,0.629,3.175,6274.095,3.931,-1.839
15,0.256,2438.2608,0.954,1.949,0.772,2.809,6414.703,3.803,-1.62
15,1.131,29083.4321,5.576,97.375,3.429,-3.449,4189.627,1.182,-0.037
15,0.352,5800.2944,2.14,5.816,1.526,0.831,5731.529,3.252,0.051
15,1.044,2457.5101,1.766,4.119,1.091,2.004,5301.684,3.425,-0.111
15,0.625,271088.4396,17.25,335.904,4.981,-7.79,5509.247,0.595,-0.218
15,4.058,901.0549,1.856,2.719,1.408,1.168,7830.202,3.791,-0.394
15,0.641,2834.0422,1.29,2.873,1.042,2.097,6172.623,3.583,-1.117
15,0.17,3126.7903,1.623,1.853,0.914,2.355,7137.028,4.086,0.118
15,2.669,10107.8602,4.512,16.856,2.923,-2.692,7523.583,2.651,0.092
15,0.757,91486.0431,8.11,129.122,4.102,-5.563,5359.208,1.119,-0.655
15,2.611,21980.2981,5.857,64.618,3.596,-4.321,5660.106,1.591,-0.351
15,4.075,9117.1326,5.916,35.439,3.389,-3.875,6785.16,2.091,-0.145
15,6.365,2348.6802,3.487,51.287,3.213,-3.219,5095.608,1.502,-2.117
15,1.18,23837.2213,0.989,64.119,3.187,-3.066,4490.614,0.832,-2.354
15,3.805,440.3943,1.02,1.192,0.723,2.976,7970.365,4.317,-2.478
15,1.291,3514.6196,1.589,3.68,1.492,0.98,7064.128,3.529,-1.401
15,0.031,68126.0243,5.788,50.574,3.529,-4.197,6156.518,1.767,-0.177
15,6.861,164.6344,1.307,2.825,1.055,2.057,6268.793,3.621,-1.063
15,1.234,13624.9696,3.231,19.215,2.63,-1.906,5953.634,2.366,-0.874
15,0.581,1799.867,1.38,1.521,0.597,3.142,6566.612,4.194,0.133
15,1.896,3394.2787,1.915,3.953,1.695,0.45,7661.864,3.553,-1.048
15,0.727,25981.853,4.316,42.062,3.028,-2.801,5058.863,1.8,-0.737
15,2.217,181.2496,0.808,0.677,-0.636,6.492,4838.734,4.782,0.234
15,0.214,95256.2353,8.071,151.947,3.996,-5.109,4647.878,0.947,-0.162
15,2.562,6820.2568,1.261,25.176,2.625,-1.731,5184.527,1.614,-2.601
15,0.511,1772.839,0.85,1.786,0.594,3.245,6049.081,3.906,-1.63
15,2.622,273.0116,0.894,0.859,-0.201,5.197,5517.611,4.506,-0.105
15,3.592,2555.0342,2.671,7.011,2.112,-0.629,7311.698,3.162,-0.399
15,2.186,76157.1645,13.333,388.208,4.673,-6.594,4294.058,0.326,-0.198
15,1.064,3634.9908,1.56,3.345,1.423,1.134,7122.128,3.587,-1.228
15,0.526,12861.45,3.135,11.744,2.285,-1.072,6241.487,2.794,-0.231
15,4.902,56.9203,0.639,0.558,-0.626,6.322,5361.179,4.731,-1.836
15,6.176,107.7623,0.869,1.118,0.445,3.662,7014.354,4.251,-2.356
15,1.629,1599.5193,0.9,4.035,0.97,2.351,4996.702,3.17,-0.7
15,5.833,490.8827,1.849,3.779,1.582,0.712,7343.942,3.614,-0.819
15,2.035,24988.9659,5.492,109.83,3.609,-4.024,4374.612,1.091,-0.757
15,2.694,6500.2004,3.114,18.052,2.573,-1.759,5942.005,2.398,-0.936
15,1.956,3426.1801,2.186,5.464,1.706,0.37,6555.855,3.307,-0.16
15,3.066,31520.3745,8.844,199.276,4.2,-5.559,4563.232,0.761,0.131
15,2.103,39087.6619,7.614,216.251,4.081,-5.063,4090.916,0.638,-0.403
15,4.446,4924.0245,3.811,22.314,3.025,-2.907,6934.511,2.295,-1.442
15,1.765,2538.3382,1.685,2.738,1.395,1.212,7748.142,3.77,-0.719
15,0.077,277360.6261,13.869,240.625,4.765,-7.292,5748.167,0.816,-0.34
15,1.588,5790.6774,2.375,5.631,2.036,-0.402,7811.308,3.312,-0.678
15,0.045,302643.8507,15.827,337.433,4.865,-7.449,5141.692,0.541,-0.082
15,6.216,1916.8292,2.307,49.092,3.004,-2.629,4619.476,1.391,-1.321
15,0.704,2843.1399,1.087,4.455,1.094,2.028,5105.999,3.184,-0.989
15,2.718,144391.0166,25.986,707.543,5.342,-8.516,4673.3,0.148,-0.37
15,2.649,390.2323,0.93,1.156,0.112,4.394,5696.168,4.263,-0.067
15,6.277,6291.2382,8.511,70.1,3.949,-5.271,6659.513,1.603,0.109
15,0.428,1048.2229,0.842,1.057,0.086,4.47,5869.545,4.314,-0.595
15,0.813,382260.7159,28.404,719.241,5.424,-8.725,4859.178,0.084,-0.662
15,1.083,15436.1279,4.376,36.063,2.761,-2.025,4686.698,1.945,0.163
15,1.938,4193.62,1.931,8.792,1.912,-0.051,5820.293,2.827,-1.675
15,1.164,1398.5265,1.423,1.348,0.621,3.107,7070.955,4.411,-0.026
15,5.132,414.7952,1.612,3.911,1.166,1.779,5678.778,3.397,-0.39
15,0.355,2200.5846,1.068,2.679,0.723,2.933,5317.452,3.595,-0.905
15,2.076,25342.6164,5.305,37.609,3.493,-4.096,6994.476,1.987,-1.067
15,5.273,10505.1331,7.688,105.728,4.025,-5.38,5665.054,1.243,-2.194
15,4.716,16131.8942,8.767,154.9,4.21,-5.754,5205.646,1.034,-2.176
15,3.553,146.8743,0.803,0.659,-0.356,5.612,5761.544,4.705,-1.103
15,0.259,123070.0687,8.643,128.544,4.144,-5.71,5500.149,1.123,-0.205
15,1.884,87790.5043,9.19,301.149,4.592,-6.601,4651.674,0.507,-1.71
15,0.159,2537.4046,0.979,1.459,0.775,2.819,7427.127,4.056,-2.112
15,1.658,1558.1989,1.108,2.261,0.937,2.379,6548.675,3.761,-1.421
15,6.202,2664.9356,4.15,39.352,3.21,-3.33,5807.891,1.815,-1.419
15,2.119,782.0893,1.25,1.129,0.519,3.415,7285.88,4.668,-0.573
15,6.998,80.6875,1.17,1.293,0.485,3.468,6676.209,4.264,-0.383
15,3.071,10651.3536,5.075,20.597,3.135,-3.208,7691.196,2.504,0.102
15,0.091,62523.1534,5.365,40.846,3.481,-4.071,6662.324,1.898,-0.943
15,1.829,3413.5891,2.117,4.966,1.654,0.505,6675.428,3.347,-0.174
15,0.906,1001.9319,1.039,0.877,0.277,4.09,7190.374,4.671,-2.266
15,2.741,1471.2871,2.112,5.426,1.322,1.42,5274.222,3.286,0.077
15,6.6,109.2238,1.312,1.202,0.6,3.208,7397.173,4.416,-0.752
15,5.663,4735.0897,5.628,71.923,3.53,-4.04,5163.778,1.408,-1.118
15,1.466,10871.2236,3.045,17.013,2.53,-1.647,5971.803,2.437,-1.074
15,2.357,12250.0837,3.826,31.84,3.006,-2.797,5739.98,1.98,-2.025
15,0.15,77422.4942,6.977,126.075,3.801,-4.594,4560.213,1.073,-0.774
15,2.547,51070.0353,9.91,197.648,4.343,-6.088,4974.545,0.788,-0.775
15,0.066,294325.7286,14.424,196.919,4.802,-7.41,6490.175,1.024,-0.783
15,4.034,259.5084,0.796,1.15,0.35,3.895,6545.767,4.242,-2.572
15,2.009,2632.4708,2.011,4.478,1.493,0.889,6407.031,3.425,0.085
15,3.387,7651.5489,5.232,66.903,3.141,-2.806,4280.344,1.504,0.115
15,3.723,724.534,1.452,2.075,1.091,1.977,7465.491,3.92,-0.725
15,6.11,6433.593,7.032,105.588,3.958,-5.153,5453.728,1.153,-1.555
15,1.114,210.5917,0.556,0.448,-0.976,7.269,4893.315,4.933,-2.408
15,1.067,10538.6162,3.587,16.358,2.347,-1.181,5481.907,2.464,0.205
15,4.106,151.8938,0.858,0.691,-0.075,4.986,6617.818,4.775,-2.539
15,5.28,95.8694,0.839,0.793,-0.024,4.812,6357.033,4.542,-1.616
15,0.372,4167.8208,1.729,2.652,1.256,1.528,7264.547,3.797,-0.298
15,5.449,6041.3731,6.918,122.094,3.738,-4.355,4468.41,1.059,0.109
15,3.192,718.8089,1.01,2.004,0.885,2.525,6748.583,3.85,-1.888
15,5.486,130.2774,0.91,0.994,0.334,3.939,6979.91,4.374,-2.189
15,1.802,86756.9488,10.703,264.539,4.521,-6.494,4764.918,0.684,-1.674
15,6.123,1011.9615,3.15,11.803,2.313,-1.149,6327.147,2.805,-0.308
15,3.301,729.3921,1.089,1.678,0.944,2.384,7633.078,3.985,-1.864
15,0.647,1307.0938,0.82,1.117,0.402,3.772,6846.051,4.246,-2.3
15,3.096,1056.7537,1.255,6.162,1.23,1.784,4695.084,2.947,-0.02
15,4.504,247.6947,0.932,2.3,0.498,3.526,5041.649,3.683,-0.367
15,2.412,2349.5218,2.032,4.139,1.56,0.734,6927.05,3.485,-0.039
15,5.883,163.0077,1.392,1.253,0.654,3.056,7474.502,4.509,-0.296
15,5.297,3896.2113,4.58,65.105,3.259,-3.25,4646.151,1.444,-0.862
15,0.754,3323.433,1.205,2.259,1.246,1.638,7826.791,3.629,-2.571
15,3.954,1742.3068,2.569,6.971,1.912,-0.159,6535.213,3.126,0.047
15,3.741,107741.1155,28.423,675.308,5.451,-8.903,5091.54,0.172,-0.173
15,0.388,10098.4173,2.41,5.643,2.038,-0.409,7809.943,3.363,-0.625
15,1.908,10658.8099,1.054,54.193,2.882,-2.047,4097.571,0.976,-1.014
15,0.964,1821.1526,1.005,2.345,0.793,2.734,5919.64,3.699,-1.398
15,2.406,662.2212,0.872,1.65,0.487,3.489,5915.251,3.948,-1.192
15,0.289,132684.9417,10.298,248.86,4.352,-5.903,4455.77,0.628,-0.008
15,0.015,5229.8692,1.393,3.008,1.335,1.392,7137.16,3.517,-1.637
15,1.516,4774.2024,2.425,6.62,1.816,0.089,6346.911,3.149,-0.002
15,0.979,1043.6053,0.956,0.954,0.343,3.928,7161.076,4.465,-2.578
15,0.96,1665.2874,1.381,1.188,0.722,2.932,7979.977,4.524,-0.63
15,0.056,72145.1937,6.003,81.111,3.635,-4.347,5166.059,1.374,-0.394
15,3.04,3271.3806,2.873,8.075,2.095,-0.614,6747.47,3.024,0.033
15,4.607,5455.5869,4.851,34.222,3.169,-3.291,6084.771,2.018,-0.126
15,0.25,54587.7081,5.995,29.006,3.425,-3.936,7655.225,2.329,0.08
15,1.655,172.1445,0.564,0.46,-0.941,7.166,4925.8,4.977,-2.484
15,0.021,2728.8006,1.529,1.453,0.744,2.799,7308.099,4.461,0.042
15,1.715,15794.8463,3.869,19.967,2.935,-2.708,6960.535,2.424,-0.82
15,0.023,7667.7904,2.461,7.709,1.657,0.553,5366.556,3.047,-0.075
15,0.674,52706.1925,5.548,49.729,3.566,-4.283,6343.028,1.781,-0.756
15,0.018,5842.2588,1.783,7.365,1.465,1.149,4916.121,2.93,-0.148
